Wavelength (nm),Dual-Gs,Dual-Rho
968.399,5.32E-05,-1.34E-03
969.131,-4.82E-06,-1.47E-03
969.862,1.27E-05,-1.19E-03
970.593,-1.39E-05,-6.78E-04
971.324,1.47E-05,2.27E-04
972.055,2.13E-05,8.94E-04
972.786,-4.30E-05,6.10E-04
973.517,-5.66E-05,3.81E-04
974.247,-3.09E-05,-4.82E-04
974.978,3.14E-05,-6.14E-04
975.708,6.16E-05,-6.20E-04
976.439,7.90825E-05,-3.17E-04
977.169,0.000103539,-3.98E-05
977.899,3.49E-05,-9.22E-04
978.63,-1.65E-05,-1.06E-03
979.36,2.11E-06,-1.07E-03
980.09,2.48E-05,-3.88E-04
980.82,5.84E-05,-3.00E-05
981.55,3.69E-05,1.53E-04
982.279,6.00E-05,-2.45E-04
983.009,9.74106E-05,-6.61E-04
983.739,6.88E-05,-3.95E-04
984.468,0.000109484,2.42E-04
985.198,0.000111364,8.36E-04
985.927,0.000090825,5.95E-04
986.656,7.56E-06,1.94E-04
987.385,-1.45E-06,-7.61E-04
988.114,-3.61E-05,-1.09E-03
988.843,-1.24E-05,-9.84E-04
989.572,1.89E-05,-2.34E-04
990.301,6.00E-05,5.46E-04
991.03,7.80836E-05,8.94E-04
991.759,5.38E-05,7.99E-04
992.487,5.99E-06,-7.13E-05
993.216,7.75565E-05,-9.31E-04
993.944,2.90E-05,-1.69E-03
994.672,1.69E-05,-2.07E-03
995.401,6.48E-05,-2.25E-03
996.129,9.14361E-05,-2.53E-03
996.857,0.000089033,-2.55E-03
997.585,0.000129588,-2.33E-03
998.313,0.000175688,-1.75E-03
999.041,0.000255185,-1.16E-03
999.768,0.000218443,-1.11E-03
1000.496,0.000126746,-1.35E-03
1001.224,6.88E-05,-1.70E-03
1001.951,-1.87E-05,-1.59E-03
1002.679,-5.42E-05,-8.29E-04
1003.406,-8.19E-06,-1.88E-04
1004.133,-3.02E-06,4.82E-04
1004.86,8.27603E-05,8.84E-04
1005.587,0.000118684,1.14E-03
1006.314,8.35961E-05,1.73E-03
1007.041,7.66822E-05,1.29E-03
1007.768,5.54E-05,5.23E-04
1008.495,0.000138366,-3.98E-04
1009.221,0.00012747,-1.17E-03
1009.948,0.000114708,-1.36E-03
1010.674,7.88186E-05,-1.54E-03
1011.401,7.53109E-05,-1.57E-03
1012.127,2.98E-05,-1.45E-03
1012.853,-1.64E-05,-1.44E-03
1013.579,-2.00E-05,-1.72E-03
1014.305,5.26E-05,-2.07E-03
1015.031,6.26E-05,-2.51E-03
1015.757,0.000113729,-2.10E-03
1016.483,0.000139658,-1.27E-03
1017.209,0.000173163,-6.27E-04
1017.934,0.000123379,-2.16E-04
1018.66,4.41E-05,-3.23E-04
1019.385,4.00E-05,-1.23E-04
1020.111,1.01E-05,9.20E-05
1020.836,-5.39E-06,1.87E-04
1021.561,-1.66E-05,5.58E-05
1022.286,1.53E-05,-8.13E-05
1023.011,3.91E-05,2.38E-04
1023.736,3.46E-05,4.84E-04
1024.461,1.54E-05,5.34E-04
1025.186,9.09867E-05,2.57E-04
1025.911,0.000131937,-2.65E-04
1026.635,0.000157981,-4.15E-04
1027.36,0.000121364,-2.45E-04
1028.084,0.000114823,-3.99E-04
1028.809,7.00455E-05,-6.03E-04
1029.533,-2.83E-06,-1.18E-03
1030.257,-0.000124149,-1.22E-03
1030.981,-0.000117592,-8.47E-04
1031.705,-7.31843E-05,-7.36E-04
1032.429,-1.02E-05,-7.61E-04
1033.153,4.38E-05,-1.40E-03
1033.877,0.000133645,-1.72E-03
1034.6,0.000132571,-1.72E-03
1035.324,0.000113289,-1.52E-03
1036.047,6.26E-05,-1.02E-03
1036.771,5.49E-05,-1.24E-03
1037.494,4.00E-05,-1.65E-03
1038.217,4.89E-07,-2.27E-03
1038.941,-2.11E-05,-2.39E-03
1039.664,-1.29E-05,-2.20E-03
1040.387,3.27E-06,-1.85E-03
1041.109,-1.29E-05,-1.55E-03
1041.832,4.69E-05,-1.16E-03
1042.555,6.84E-05,-9.46E-04
1043.278,0.000105743,-7.38E-04
1044,0.000105281,-4.13E-04
1044.723,0.000107475,-5.91E-04
1045.445,0.000114582,-2.42E-04
1046.167,0.000139923,-3.28E-04
1046.89,9.51125E-05,-6.46E-04
1047.612,5.34E-05,-1.31E-03
1048.334,1.30E-05,-1.65E-03
1049.056,1.55E-05,-1.22E-03
1049.778,-1.60E-06,-3.70E-04
1050.499,-4.22E-05,2.13E-04
1051.221,-3.23E-05,5.62E-04
1051.943,-7.09E-06,1.35E-03
1052.664,-1.03E-05,2.30E-03
1053.386,-1.81E-05,3.21E-03
1054.107,1.45E-05,2.94E-03
1054.828,8.09928E-05,1.94E-03
1055.55,6.74E-05,9.81E-04
1056.271,9.25E-06,5.64E-04
1056.992,-3.62E-05,5.60E-04
1057.713,-3.38E-05,2.44E-04
1058.434,-1.16E-05,-5.16E-04
1059.154,-1.16E-05,-1.47E-03
1059.875,2.16E-05,-1.56E-03
1060.596,5.60E-05,-1.24E-03
1061.316,0.000070007,-0.000504605
1062.037,6.07E-05,2.75E-05
1062.757,1.20E-05,2.45E-04
1063.477,4.82E-05,1.74E-04
1064.197,2.54E-05,-3.52E-04
1064.917,-2.63E-05,-1.01E-03
1065.637,-3.53E-05,-1.25E-03
1066.357,-3.02E-05,-1.30E-03
1067.077,6.51E-05,-8.50E-04
1067.797,0.000129367,-0.000304957
1068.517,0.000131415,2.61E-04
1069.236,0.000178216,7.91E-04
1069.956,0.000145053,1.19E-03
1070.675,0.000106058,1.47E-03
1071.394,0.000121353,1.03E-03
1072.114,7.16821E-05,4.06E-04
1072.833,6.72E-05,-1.86E-04
1073.552,4.96E-05,-3.46E-04
1074.271,2.97E-06,-5.94E-04
1074.99,-3.54E-05,-8.89E-04
1075.709,-3.08E-05,-1.23E-03
1076.427,2.88E-05,-1.03E-03
1077.146,9.96345E-05,-5.45E-04
1077.864,6.85E-05,4.00E-04
1078.583,7.18886E-05,7.10E-04
1079.301,-8.01E-06,7.00E-05
1080.02,-7.95907E-05,-1.31E-03
1080.738,-0.000105994,-2.50E-03
1081.456,-9.28697E-05,-2.68E-03
1082.174,4.71E-06,-2.02E-03
1082.892,6.86E-05,-8.31E-04
1083.61,0.000119276,-4.73E-05
1084.328,0.000154695,5.52E-04
1085.045,0.000125374,4.35E-04
1085.763,5.18E-05,5.16E-04
1086.48,9.83E-06,4.07E-04
1087.198,-3.77E-05,8.42E-04
1087.915,-3.26E-05,1.44E-03
1088.632,-2.67E-05,1.63E-03
1089.35,2.02E-05,1.07E-03
1090.067,6.16E-05,-5.32E-04
1090.784,7.71337E-05,-1.71E-03
1091.501,3.97E-05,-2.16E-03
1092.217,3.48E-05,-1.35E-03
1092.934,2.61E-05,-1.58E-04
1093.651,3.68E-05,9.55E-04
1094.367,2.33E-05,1.36E-03
1095.084,7.64106E-05,1.32E-03
1095.8,3.07E-05,8.82E-04
1096.517,4.63E-05,5.75E-04
1097.233,9.98473E-05,3.02E-04
1097.949,0.000105746,1.74E-04
1098.665,7.35007E-05,2.67E-04
1099.381,5.17E-05,-7.70E-05
1100.097,2.94E-05,5.83E-05
1100.813,4.22E-05,2.53E-04
1101.528,-3.17E-05,9.13E-04
1102.244,5.99E-05,1.47E-03
1102.96,9.23587E-05,1.72E-03
1103.675,9.99873E-05,1.37E-03
1104.39,0.00011118,6.49E-04
1105.106,0.000149337,2.20E-04
1105.821,0.000187394,1.52E-04
1106.536,0.000130442,5.24E-04
1107.251,8.91212E-05,7.14E-04
1107.966,0.000115424,9.68E-04
1108.681,0.000104097,8.27E-04
1109.396,8.92472E-05,2.59E-04
1110.11,8.28716E-05,-2.41E-04
1110.825,0.000129096,-1.03E-03
1111.539,0.000128211,-1.21E-03
1112.254,9.42172E-05,-1.18E-03
1112.968,9.22173E-05,-8.58E-04
1113.682,5.75E-05,-7.10E-04
1114.397,1.30E-05,-1.09E-03
1115.111,-3.66E-05,-1.47E-03
1115.825,-4.28E-05,-2.07E-03
1116.539,-1.27E-05,-1.82E-03
1117.252,-4.52E-06,-1.03E-03
1117.966,1.26E-05,6.75E-06
1118.68,2.91E-05,6.09E-04
1119.393,7.01E-06,2.55E-04
1120.107,3.35E-05,-3.80E-04
1120.82,0.000082383,-8.72E-04
1121.533,0.000172202,-5.80E-04
1122.247,9.95946E-05,-2.89E-04
1122.96,9.06689E-05,-1.21E-04
1123.673,5.55E-05,-2.29E-04
1124.386,2.41E-05,-3.01E-04
1125.099,2.94E-05,3.25E-05
1125.811,8.72543E-05,5.55E-04
1126.524,8.71444E-05,1.26E-03
1127.237,8.40574E-05,1.74E-03
1127.949,-1.39E-05,1.91E-03
1128.662,1.91E-05,1.66E-03
1129.374,-2.47E-05,1.10E-03
1130.086,-5.21E-05,3.71E-04
1130.799,-2.75E-05,9.75E-05
1131.511,2.63E-05,-2.80E-05
1132.223,3.54E-05,1.75E-04
1132.935,5.67E-05,4.21E-04
1133.646,7.29813E-05,6.98E-04
1134.358,3.49E-05,9.15E-04
1135.07,-2.28E-05,1.11E-03
1135.781,-5.14E-05,1.44E-03
