Wavelength,Dual-GCaMP6f,Dual-tdTomato
951.158,-0.00046408,-3.63E-04
951.886,0.000277829,-0.000467789
952.614,2.58E-05,-0.000577551
953.342,0.000153831,-0.000620916
954.07,3.99E-04,-5.04E-04
954.797,-9.25E-05,-0.000395405
955.525,-9.90E-05,-0.000333286
956.252,0.000148328,-1.89E-04
956.98,0.00015013,-0.000140813
957.707,2.72E-04,-6.57E-05
958.435,1.46E-04,0.000105539
959.162,2.73E-04,5.84E-05
959.889,-0.000338193,6.17E-05
960.616,2.94E-05,1.50E-04
961.343,-3.35E-04,0.000305273
962.07,0.000395089,4.35E-04
962.797,3.97E-04,0.000441891
963.524,2.78E-04,0.000359498
964.25,2.22E-05,3.64E-04
964.977,-0.000220041,0.000314639
965.703,-9.69E-05,0.000194601
966.43,-0.000101029,3.71E-05
967.156,-0.000217123,2.14E-05
967.882,-2.17E-04,4.02E-06
968.609,-2.20E-04,-2.64E-05
969.335,4.00E-04,-7.85E-05
970.061,-9.59E-05,-0.000175667
970.787,-2.20E-04,-0.000234084
971.512,2.73E-04,-0.000122327
972.238,2.39E-05,-0.000106853
972.964,0.000280982,-5.03E-05
973.689,0.000390016,-5.37E-05
974.415,-2.21E-04,-1.50E-04
975.14,-9.64E-05,8.06E-05
975.866,2.79E-05,6.75E-05
976.591,3.97E-04,2.92E-05
977.316,1.52E-04,-4.26E-06
978.041,-9.90E-05,-1.18E-05
978.766,-0.000471415,-8.08E-06
979.491,3.12E-05,4.60E-07
980.216,2.02E-05,-4.33E-06
980.941,-9.97E-05,-4.16E-06
981.665,-0.000221422,-3.29E-06
982.39,0.000152578,-3.22E-06
983.115,-9.64E-05,-1.53E-06
983.839,0.000267703,-2.08E-06
984.563,0.000267272,-3.49E-06
985.288,0.00014773,-2.42E-06
986.012,0.000146937,-1.79E-06
986.736,1.84E-05,-1.69E-06
987.46,-0.000100745,-1.97E-06
988.184,-0.000219601,-1.01E-06
988.908,0.000145635,1.57E-07
989.631,0.000392474,1.49E-06
